,Base,C1'-C2',C1'-C2'-C3',C1'-C2'-O2',C1'-N1-C2/C1'-N9-C4,C1'-N1-C6/C1'-N9-C8,C1'-N1/C1'-N9,C1'-O4',C1'-O4'-C4',C2'-C1'-O4',C2'-C3',C2'-C3'-C4',C2'-C3'-O3',C2'-O2',C2-N1-C6/C4-N9-C8,C3'-C2'-O2',C3'-C4',C3'-C4'-C5',C3'-C4'-O4',C3'-O3',C4'-C3'-O3',C4'-C5',C4'-C5'-O5',C4'-O4',C5'-C4'-O4',C5'-O5',Chi,Chi_sign,Chi_syn,Conformation,Gamma,Gamma_clinical,Gamma_sign,Gamma_syn,N1-C1'-C2'/N9-C1'-C2',N1-C1'-O4'/N9-C1'-O4',N1-C2/N9-C4,N1-C6/N9-C8,Sugar,T1233,T1445,T144_N,T221_N,T2233,T2345,T321_N,T3345,T3455,T4122,T4322,T4433,T4455,TAU_0,TAU_1,TAU_2,TAU_3,TAU_4,TCHI,T_max,Temperature,Theta,absChi,absChiDiff90,absGamma,absGammaDiff90
BERNOB_25,purine,1.51872,101.414,107.799,126.323,126.417,1.48551,1.41,110.2,106.579,1.53842,102.196,113.508,1.4207,106.805,108.634,1.53429,114.658,105.526,1.40535,113.923,1.51508,111.19,1.45934,106.781,1.42317,anti,+,anti,C2'-endo,gauche-,C,-,S,113.125,107.579,1.37196,1.37692,ribose,159.273,128.063,-103.338,-162.158,45.8705,-143.732,83.814,93.4274,-68.1668,79.8217,-77.2513,-149.363,175.342,18.2735,-34.2062,36.1508,-26.5219,5.64923,176.588,37.65394300090238,295.0,349.89073206632196,176.588,86.588,68.1668,21.833200000000005
BERNOB_26,purine,1.55747,101.654,111.886,125.555,128.223,1.46201,1.40663,110.545,107.502,1.53454,103.258,110.679,1.40978,106.172,113.029,1.51046,114.689,105.916,1.43599,109.107,1.51986,112.097,1.44607,107.862,1.4337,anti,-,anti,C2'-endo,gauche-,C,-,S,112.89,110.125,1.3642,1.3783,ribose,84.8227,105.272,-126.442,-95.2887,-35.2597,-87.4183,143.826,154.834,-80.4208,143.06,-151.9,-86.3407,161.853,-3.08065,22.1752,-31.8177,31.4068,-17.9738,-97.8222,33.59572236266105,295.0,193.48843262631343,97.8222,7.822199999999995,80.4208,9.5792
BIMFEI_27,purine,1.53031,98.945,115.384,125.824,128.152,1.4558,1.40902,109.092,104.928,1.5191,102.472,109.12,1.40818,105.878,116.107,1.522,118.476,104.828,1.42566,106.948,1.51409,112.765,1.46303,108.619,1.4197,anti,-,anti,C2'-endo,gauche+,C,+,S,117.171,107.43,1.38141,1.35681,ribose,71.7081,126.245,-151.169,-74.518,-52.376,-93.4647,160.888,151.821,56.5817,166.45,-165.496,-86.8928,-62.7563,-25.7856,41.8555,-41.412,27.822,-1.31812,-148.773,44.295194230007716,295.0,163.4636512103038,148.773,58.772999999999996,56.5817,33.4183
BIMFIM_28,purine,1.52341,100.638,114.203,126.423,127.686,1.45609,1.41001,109.803,106.385,1.52273,102.766,105.999,1.40324,105.866,116.067,1.52566,117.339,105.087,1.42882,111.598,1.51207,114.127,1.46054,109.549,1.42401,anti,-,anti,C2'-endo,gauche+,C,+,S,113.535,107.455,1.36911,1.36088,ribose,79.4862,121.015,-140.762,-81.5118,-44.3114,-94.061,153.415,152.757,60.3855,160.514,-161.543,-85.2698,-59.2531,-18.841,35.441,-37.7458,27.9118,-5.88905,-139.445,39.2324114433483,295.0,170.17079268438758,139.445,49.44499999999999,60.3855,29.6145
BRADOS01_29,purine,1.53038,100.667,114.634,126.063,129.619,1.4552,1.4018,110.243,106.169,1.52883,103.145,106.369,1.40326,104.317,115.421,1.52546,115.448,105.939,1.42343,111.257,1.51453,114.202,1.44594,109.232,1.41665,syn,+,syn,C2'-endo,gauche+,C,+,S,114.173,107.951,1.39403,1.37497,ribose,82.4237,123.957,-144.865,-81.2425,-41.5733,-97.69,154.221,148.645,45.6658,159.949,-158.743,-90.3392,-73.5506,-22.0379,35.4125,-34.7462,23.3257,-0.997317,59.7412,37.3627744621574,296.0,163.12459998872177,59.7412,30.2588,45.6658,44.3342
BRGUOS01_30,purine,1.50944,101.52,112.468,126.807,127.765,1.4731,1.41739,108.616,106.168,1.5334,103.329,110.278,1.42834,104.959,115.026,1.52121,115.882,106.713,1.42535,107.987,1.51205,112.348,1.4609,107.052,1.41869,syn,+,syn,C2'-endo,gauche+,C,+,S,115.013,108.08,1.38925,1.36662,ribose,82.636,129.678,-150.599,-80.1385,-39.0725,-101.093,156.393,142.073,54.3547,160.401,-154.277,-98.8497,-64.5364,-26.6989,36.9318,-32.5685,17.9836,5.01025,58.9293,37.332303062325614,295.0,153.73937096716145,58.9293,31.070700000000002,54.3547,35.6453
BRINOS10_31,purine,1.54391,101.21,105.141,130.633,125.091,1.4688,1.42686,109.353,108.067,1.53334,102.77,114.992,1.42136,104.004,110.712,1.5286,117.454,103.268,1.4015,114.706,1.48907,113.732,1.44273,110.237,1.44041,anti,+,anti,C3'-endo,gauche+,C,+,S,115.09,108.599,1.39185,1.38337,ribose,159.218,155.176,-132.517,-140.704,48.1423,-160.702,104.01,73.7684,55.1752,97.7508,-77.201,-164.698,-62.6766,-7.03934,-17.5349,33.8746,-39.1679,28.8927,102.436,39.3568903116989,295.0,28.46041378397206,102.436,12.436000000000007,55.1752,34.8248
BRINOS10_32,purine,1.54499,101.498,106.512,129.739,124.876,1.48336,1.40043,110.629,106.742,1.52204,102.665,115.264,1.4177,104.747,109.389,1.52376,115.027,105.477,1.42423,107.813,1.49649,114.422,1.45373,107.359,1.42303,anti,+,anti,C2'-endo,gauche+,C,+,S,116.441,109.6,1.39415,1.37913,ribose,152.163,134.54,-115.285,-152.486,39.8866,-147.778,93.0792,90.1047,59.7083,84.7736,-77.0335,-151.799,-57.3246,11.6356,-29.6609,35.2424,-29.6818,11.4146,93.3418,36.14990919647928,295.0,359.874536074002,93.3418,3.3418000000000063,59.7083,30.2917
CAINSP_36,purine,1.52414,101.928,108.386,125.476,128.93,1.45801,1.41173,110.079,106.846,1.51748,102.644,107.76,1.41025,105.595,115.66,1.52895,117.038,105.776,1.42642,110.795,1.5026,110.733,1.44837,110.001,1.43385,anti,-,anti,C2'-endo,gauche+,C,+,S,113.981,107.689,1.36284,1.36861,ribose,82.142,118.645,-137.012,-87.7152,-35.1891,-95.2646,149.832,149.927,58.2498,153.458,-152.184,-87.1693,-62.4539,-14.1721,31.0051,-34.8529,27.6387,-8.62217,-136.224,35.85392084537045,295.0,175.35613344734037,136.224,46.22399999999999,58.2498,31.7502
CAINSP_37,purine,1.5231,101.039,110.494,125.711,128.546,1.45719,1.40955,109.665,106.511,1.52007,103.158,105.231,1.41165,105.732,113.645,1.52899,117.139,105.714,1.41674,110.754,1.49928,110.032,1.45514,109.208,1.43586,anti,-,anti,C2'-endo,gauche+,C,+,S,114.35,107.594,1.37489,1.36993,ribose,80.8167,124.36,-143.788,-85.5383,-37.5303,-97.4416,153.854,150.404,61.394,155.763,-153.686,-87.7068,-58.6636,-20.7534,35.1549,-35.3389,24.4474,-2.4973,-134.776,37.51035830792946,295.0,165.38846854504695,134.776,44.77600000000001,61.394,28.606
CAKNIO_38,purine,1.53709,100.174,112.374,126.441,128.02,1.44736,1.41916,109.639,105.54,1.52608,102.747,108.858,1.4093,105.299,114.927,1.52526,116.754,105.354,1.42922,108.275,1.49927,110.638,1.46274,109.366,1.41326,anti,-,anti,C2'-endo,gauche+,C,+,S,113.405,107.631,1.38459,1.37501,ribose,75.8362,122.174,-142.655,-82.4917,-44.8176,-93.9035,155.034,151.027,55.2739,159.933,-159.464,-87.4034,-64.1656,-21.2557,37.4589,-38.8103,27.6657,-4.07747,-126.069,40.70126675761313,223.0,167.45942195413744,126.069,36.069,55.2739,34.7261
CAKNOU_39,purine,1.54441,100.887,110.711,127.047,126.441,1.47249,1.40053,110.258,107.724,1.53043,103.199,110.259,1.41446,106.295,111.313,1.51965,115.862,105.687,1.42311,107.048,1.51308,112.62,1.45235,110.358,1.41787,anti,-,anti,C2'-endo,gauche+,C,+,S,114.285,107.167,1.38992,1.36001,ribose,79.9223,113.97,-133.981,-94.8861,-37.5693,-93.0475,147.182,150.598,53.9517,146.157,-151.62,-86.8745,-66.0732,-10.5699,28.2249,-34.1288,29.4803,-12.0085,-170.388,35.12626231926517,223.0,181.37426469081365,170.388,80.388,53.9517,36.0483
CATGIP_40,purine,1.53071,100.801,113.475,128.057,125.299,1.4571,1.40972,110.001,106.173,1.53673,102.967,106.821,1.40542,106.376,113.628,1.52529,114.634,106.181,1.42033,111.822,1.50984,113.4,1.45192,109.035,1.4197,syn,+,syn,C2'-endo,gauche+,C,+,S,115.153,107.167,1.3728,1.36676,ribose,83.0036,122.652,-145.379,-84.3713,-38.7388,-96.9063,153.778,148.759,48.1696,157.224,-156.651,-90.8,-70.6799,-21.8216,35.3737,-34.9084,23.5352,-1.35046,53.1194,37.415302009558374,100.0,163.5885193723451,53.1194,36.8806,48.1696,41.8304
CATGOV_41,purine,1.52815,101.555,112.6,127.56,125.708,1.46225,1.40944,109.985,106.208,1.5324,103.156,107.386,1.4098,106.362,113.761,1.51754,115.466,106.421,1.41731,112.259,1.50391,113.406,1.45629,109.067,1.42797,syn,+,syn,C2'-endo,gauche+,C,+,S,115.319,106.866,1.37525,1.36797,ribose,85.1055,123.475,-144.082,-86.0517,-36.1317,-98.3661,151.904,146.342,46.3506,155.799,-154.87,-92.4883,-73.3785,-20.4736,33.7553,-33.6324,22.8038,-1.70448,53.4073,35.8391003532301,100.0,164.27181167706124,53.4073,36.5927,46.3506,43.6494
CATGUB_42,purine,1.52326,100.185,114.317,128.211,125.02,1.45298,1.41012,109.762,106.066,1.52367,103.65,106.993,1.39366,106.638,114.668,1.51744,114.474,105.681,1.42001,111.918,1.50534,113.067,1.44646,108.691,1.41736,syn,+,syn,C2'-endo,gauche+,C,+,S,115.393,107.726,1.38177,1.36498,ribose,82.6909,122.789,-147.181,-81.2455,-40.1897,-95.9236,155.628,149.123,50.4295,159.582,-158.606,-91.3072,-67.4413,-23.0861,36.4556,-35.7257,23.6466,-0.524274,54.5041,38.448092261962394,100.0,162.44836534073866,54.5041,35.4959,50.4295,39.5705
CEVYEH01_43,purine,1.5458,101.549,112.959,126.983,126.781,1.46606,1.40848,110.277,106.971,1.53334,102.471,111.17,1.41017,106.233,113.102,1.52859,115.441,106.116,1.42844,106.988,1.50937,109.589,1.45543,109.627,1.44754,anti,-,anti,C2'-endo,gauche+,C,+,S,113.552,107.327,1.36743,1.37037,ribose,79.3561,115.106,-134.871,-90.4013,-41.9772,-93.0639,148.166,149.916,54.8132,151.388,-155.964,-88.4407,-64.9223,-12.673,29.9555,-34.631,28.5794,-10.1877,-144.194,35.64302692866956,100.0,177.9596573007636,144.194,54.19399999999999,54.8132,35.1868
CEVYEH11_44,purine,1.54734,101.556,113.064,126.983,126.643,1.46482,1.40743,110.426,106.941,1.53436,102.404,111.157,1.40808,106.368,113.127,1.53054,115.418,106.116,1.42701,107.042,1.50966,109.711,1.45343,109.688,1.44505,anti,-,anti,C2'-endo,gauche+,C,+,S,113.569,107.507,1.36607,1.37166,ribose,79.4816,115.012,-134.823,-90.2379,-41.9938,-93.1231,148.242,149.88,54.9203,151.34,-156.003,-88.4135,-64.8453,-12.5218,29.8201,-34.5277,28.5836,-10.2911,-144.109,35.54900596679898,100.0,178.16338532673592,144.109,54.10900000000001,54.9203,35.0797
CIMTEX_46,purine,1.53172,103.966,105.791,124.845,129.27,1.46417,1.42007,111.737,106.61,1.52904,104.617,113.958,1.42499,105.77,111.446,1.53796,113.328,106.33,1.41919,107.203,1.52201,111.214,1.44787,108.632,1.42443,syn,-,syn,C2'-endo,gauche+,C,+,S,113.447,109.769,1.37074,1.37038,ribose,141.509,122.88,-107.778,-146.538,27.9945,-135.553,95.9535,103.111,58.7188,92.524,-88.7722,-137.62,-59.2205,15.4826,-24.9845,24.7424,-16.2841,0.587381,-86.0531,26.390122441521754,295.0,343.0083098852972,86.0531,3.9468999999999994,58.7188,31.2812
CLPURB_47,purine,1.54352,101.808,107.657,131.735,122.062,1.46549,1.41463,110.609,107.339,1.52965,103.493,114.702,1.41531,105.241,107.744,1.50879,116.502,104.583,1.41504,114.725,1.50532,112.927,1.44388,108.468,1.4213,syn,+,syn,C3'-endo,gauche+,C,+,S,116.175,108.312,1.36834,1.36966,ribose,158.185,146.89,-126.955,-145.616,45.0905,-153.623,101.225,80.6709,55.1052,93.0374,-80.6304,-159.628,-62.4851,-0.792055,-20.1217,32.4641,-33.9218,21.9296,83.7401,35.158205632896674,295.0,19.763651577869663,83.7401,6.259900000000002,55.1052,34.8948
COCZID_48,purine,1.51933,101.512,111.111,126.602,127.291,1.45292,1.4164,108.738,104.627,1.53831,102.743,112.126,1.4003,106.043,114.646,1.53088,114.853,107.151,1.4184,108.413,1.51075,108.638,1.44234,108.874,1.45626,anti,-,anti,C2'-endo,gauche+,C,+,S,114.419,107.897,1.36991,1.38277,ribose,84.8271,136.075,-154.355,-80.4399,-35.0313,-107.408,157.228,133.757,50.7959,161.702,-151.233,-105.176,-69.3239,-32.1296,39.3693,-31.3748,13.6588,11.2999,-107.673,39.389819882014514,295.0,145.04723439714346,107.673,17.673000000000002,50.7959,39.2041
COXNEI_49,purine,1.52007,101.607,113.404,127.505,127.134,1.45784,1.41007,109.7,106.313,1.54135,103.166,110.075,1.41113,104.808,115.271,1.53418,116.318,106.396,1.41962,108.083,1.49417,112.411,1.45809,108.193,1.43243,syn,+,syn,C2'-endo,gauche+,C,+,S,114.835,108.494,1.38943,1.37814,ribose,83.1603,129.376,-149.077,-80.1495,-39.8898,-102.068,155.533,141.367,54.1779,159.874,-155.032,-98.0602,-65.4293,-25.0656,35.5567,-31.9822,18.5048,3.70199,58.7895,36.16435356447804,295.0,155.5768093224965,58.7895,31.210500000000003,54.1779,35.8221
CRFIMZ_50,purine,1.55228,100.145,112.803,128.933,126.852,1.43293,1.41188,109.099,104.39,1.51135,103.994,111.853,1.40212,104.126,111.812,1.52884,115.229,105.4,1.42075,107.981,1.49867,109.155,1.47324,109.155,1.41541,syn,+,syn,C2'-endo,gauche+,C,+,S,115.172,110.853,1.38372,1.36729,ribose,79.9487,130.033,-153.717,-78.5472,-39.7671,-99.7915,162.46,141.248,45.8487,159.673,-156.045,-98.3523,-72.4737,-29.132,40.681,-36.3297,20.608,5.72083,66.6475,41.3698587145898,295.0,154.24183343744576,66.6475,23.352500000000006,45.8487,44.1513
CUTVAO_51,purine,1.53195,100.349,112.307,129.035,125.251,1.45872,1.4083,108.858,106.099,1.53192,103.574,104.75,1.40197,105.7,113.676,1.52287,117.187,106.314,1.41412,111.089,1.49572,109.189,1.4647,108.141,1.43803,syn,+,syn,C2'-endo,gauche+,C,+,S,114.648,106.401,1.36253,1.38927,ribose,82.2022,130.468,-149.159,-83.8204,-37.8885,-100.778,155.106,147.27,54.5344,159.065,-154.397,-91.7303,-65.5044,-26.6508,37.9917,-34.3064,20.2214,3.82341,48.8753,38.73807034043256,295.0,155.97581945129184,48.8753,41.1247,54.5344,35.4656
DAXTOO_54,purine,1.54974,104.363,114.129,127.3,127.945,1.46317,1.40571,106.78,104.73,1.54597,103.576,112.793,1.40987,104.691,111.739,1.52826,114.452,104.79,1.42563,107.853,1.51149,113.338,1.44652,111.222,1.45327,anti,-,anti,C2'-endo,gauche+,C,+,S,113.104,110.666,1.38118,1.37799,ribose,114.58,84.0952,-83.6359,-23.4342,-121.613,-98.0378,98.8175,142.194,44.3127,-144.024,122.054,-95.71,-74.2034,38.5594,-21.7727,-1.75332,24.058,-40.0843,-127.418,40.725891690791926,150.0,267.7071081409406,127.418,37.418000000000006,44.3127,45.6873
DAZADN10_55,purine,1.51493,100.955,107.313,125.036,128.78,1.46433,1.41701,109.229,107.182,1.51811,101.436,114.979,1.41501,105.87,110.894,1.51058,117.452,104.18,1.41211,114.393,1.50933,113.864,1.44325,109.785,1.4146,anti,-,anti,C3'-endo,gauche+,C,+,S,113.499,108.734,1.38542,1.37079,ribose,163.471,147.562,-118.27,-151.914,49.9965,-159.486,91.929,76.1259,60.4839,88.0186,-73.9956,-162.227,-58.2174,4.79459,-28.1385,39.4789,-37.8383,20.9635,-168.157,41.19800794149128,295.0,11.809588455706102,168.157,78.15700000000001,60.4839,29.5161
DEHQOW_56,purine,1.53407,101.211,113.455,127.333,126.645,1.45161,1.41453,110.496,105.43,1.53083,102.735,107.776,1.4054,105.88,115.141,1.5256,116.08,105.478,1.42053,109.542,1.51093,113.798,1.45964,108.994,1.41859,syn,+,syn,C2'-endo,gauche+,C,+,S,115.358,108.244,1.39043,1.36455,ribose,78.9232,121.269,-143.878,-81.4431,-43.8461,-94.6952,154.631,150.952,46.6556,159.203,-159.478,-88.2819,-72.2061,-19.9068,35.2767,-36.7088,26.0705,-4.02332,56.0599,38.38150822417234,295.0,167.65337331622294,56.0599,33.9401,46.6556,43.3444
DEMXEY_57,purine,1.53068,101.354,112.629,128.734,125.017,1.45762,1.40432,109.774,105.978,1.52108,103.121,110.857,1.42276,106.248,112.619,1.53054,113.842,106.182,1.42377,109.784,1.51067,112.214,1.45436,107.039,1.41001,syn,+,syn,C2'-endo,gauche+,C,+,S,115.697,109.114,1.37804,1.38703,ribose,83.5274,123.033,-148.597,-82.4794,-37.0565,-96.0098,156.944,145.803,49.4166,156.471,-154.491,-96.6932,-67.5909,-23.3862,35.8941,-33.9067,21.4941,1.08569,52.6458,37.128288104295486,295.0,160.0054507453017,52.6458,37.3542,49.4166,40.5834
DMGUAN10_58,purine,1.52347,101.909,110.555,129.485,124.456,1.46565,1.41606,110.26,106.302,1.52646,102.38,111.977,1.4074,105.877,115.092,1.52823,114.369,105.64,1.41069,108.106,1.48616,112.08,1.45424,107.426,1.43396,syn,+,syn,C2'-endo,trans,P,-,A,113.913,108.545,1.36603,1.38165,ribose,79.7088,114.612,-138.504,-85.3289,-39.9591,-90.2473,151.855,151.401,-175.879,155.189,-155.534,-90.6803,67.2244,-15.5775,32.3723,-35.8665,27.6711,-7.865,70.5421,36.896478663213536,295.0,173.7148135019459,70.5421,19.457899999999995,175.879,85.87899999999999
DOHSIC_59,purine,1.50612,99.4236,112.285,127.495,124.513,1.46558,1.41031,107.941,105.497,1.54299,100.911,112.046,1.41147,107.291,114.465,1.53536,114.46,105.997,1.41478,108.422,1.51726,111.091,1.46422,108.75,1.42258,syn,+,syn,C2'-endo,gauche-,C,-,S,114.01,110.066,1.3713,1.37315,ribose,74.5888,125.139,-152.421,-73.8335,-45.2684,-94.7197,164.72,147.433,-65.6252,165.285,-160.437,-92.7145,176.072,-28.9992,43.8382,-40.5795,25.1329,1.62099,76.3977,44.900688792233446,295.0,159.0607785479192,76.3977,13.6023,65.6252,24.374799999999993
DOHSIC_61,purine,1.50909,101.988,108.751,126.343,128.391,1.46103,1.40277,110.228,108.249,1.52107,102.439,114.921,1.4352,104.772,110.194,1.51971,116.076,104.029,1.42176,114.048,1.51402,112.5,1.42405,108.064,1.40953,anti,-,anti,C3'-endo,gauche+,C,+,S,112.963,107.93,1.3677,1.388,ribose,157.153,147.819,-125.028,-143.974,41.796,-153.82,99.6178,81.3644,53.9689,96.5685,-82.4415,-160.074,-62.3573,-2.4483,-19.8399,32.9155,-35.2584,23.8978,-119.389,36.31016740659884,295.0,22.07784944770533,119.389,29.388999999999996,53.9689,36.0311
DUVHEH10_63,purine,1.52926,100.862,106.085,123.664,130.692,1.464,1.41267,110.721,105.574,1.52588,101.501,115.375,1.40979,105.534,110.063,1.52927,117.18,105.224,1.40814,113.612,1.49382,109.408,1.43604,109.988,1.45427,syn,-,syn,C2'-endo,gauche+,C,+,S,113.106,109.603,1.37536,1.38539,ribose,162.295,137.047,-106.54,-159.776,50.5533,-153.645,85.4608,81.8681,61.0559,80.3841,-72.738,-155.586,-59.0018,15.5822,-34.3793,39.0034,-31.0993,9.98166,-62.5613,40.055790246158345,295.0,355.8457047884545,62.5613,27.438699999999997,61.0559,28.9441
EADNPP_64,purine,1.53435,103.985,111.653,127.537,125.718,1.43891,1.41298,112.259,106.581,1.53138,104.016,110.342,1.42169,106.559,115.035,1.52818,115.776,106.591,1.42738,108.759,1.50326,110.259,1.43405,111.017,1.4383,anti,-,anti,C2'-endo,gauche+,C,+,S,115.162,109.999,1.37141,1.38737,ribose,91.1494,120.588,-135.701,-90.8105,-31.2622,-104.015,144.573,138.394,56.3872,146.905,-147.753,-97.5878,-65.2964,-10.2175,22.2881,-25.3411,20.0035,-6.32205,-121.589,25.945370560930144,295.0,175.53675154309252,121.589,31.589,56.3872,33.6128
EADNPP_65,purine,1.5286,102.587,111.794,127.371,127.768,1.46475,1.41283,110.316,107.764,1.53409,104.067,110.97,1.42288,104.676,114.495,1.53046,114.951,106.93,1.4243,109.367,1.50373,108.563,1.44903,110.021,1.42442,anti,-,anti,C2'-endo,gauche+,C,+,S,113.322,107.33,1.36966,1.37342,ribose,89.9447,123.083,-138.325,-90.9628,-31.3716,-103.079,145.889,138.291,58.5116,150.435,-148.898,-99.2739,-62.2438,-15.9499,27.287,-27.5813,19.3557,-2.38396,-121.581,29.24890346405769,295.0,166.10172760229995,121.581,31.581000000000003,58.5116,31.4884
ECAFEU_66,purine,1.53382,101.315,113.207,127.291,126.14,1.45435,1.42466,109.037,105.29,1.53669,102.381,110.066,1.40608,105.97,111.218,1.53207,115.111,107.437,1.4347,108.682,1.52796,112.024,1.44651,107.123,1.42117,syn,+,syn,C2'-endo,gauche+,C,+,S,114.201,108.102,1.3903,1.39833,ribose,81.3192,127.715,-148.501,-84.7736,-39.2636,-99.0845,156.057,144.49,52.2326,156.801,-154.688,-96.2995,-67.1524,-26.0574,37.6319,-34.1056,20.1261,3.50573,56.6559,38.33356797143939,150.0,156.37465615715138,56.6559,33.3441,52.2326,37.7674
ECAFEU_67,purine,1.5322,102.297,112.934,126.72,126.678,1.44539,1.41309,109.974,105.205,1.5281,103.729,110.066,1.41806,106.299,111.912,1.52372,114.356,106.467,1.42949,108.962,1.51393,111.749,1.46139,107.186,1.4323,syn,+,syn,C2'-endo,gauche+,C,+,S,113.454,108.528,1.38659,1.39874,ribose,85.4654,128.136,-147.242,-86.0209,-35.7033,-101.231,153.517,141.549,47.8666,155.499,-152.149,-100.285,-69.8894,-25.5005,35.0367,-30.9806,16.9347,5.34581,56.8742,35.506412180156104,150.0,153.23321409823527,56.8742,33.1258,47.8666,42.1334
ECEGOJ_68,purine,1.54184,103.599,109.188,127.728,124.954,1.44642,1.42364,108.057,107.885,1.54037,103.728,114.884,1.41661,105.827,111.489,1.53167,112.734,104.118,1.4153,114.059,1.49595,112.722,1.44214,108.893,1.42349,syn,+,syn,Other,trans,P,-,A,114.634,107.967,1.40114,1.37581,ribose,144.153,156.174,-147.925,-119.141,26.8532,-151.103,121.961,83.2046,-177.131,120.556,-98.3115,-158.93,67.8497,-23.5161,1.65908,18.9884,-33.2377,35.6927,57.7785,36.29767413673709,294.0,57.84222830233185,57.7785,32.2215,177.131,87.131
ERFIMP_69,purine,1.52372,100.422,112.399,129.466,126.148,1.44463,1.41392,108.646,104.863,1.51616,102.479,109.818,1.41691,104.324,117.212,1.5176,114.078,106.933,1.42773,110.379,1.52086,111.692,1.43747,109.074,1.41315,syn,+,syn,C2'-endo,gauche-,C,-,S,116.188,107.588,1.39924,1.3669,ribose,80.8013,127.387,-151.874,-75.9672,-41.2203,-98.9271,158.673,144.16,-68.4437,165.419,-158.534,-95.1625,172.08,-27.6034,40.0592,-36.5127,21.7506,3.57111,67.553,40.90674826836876,295.0,156.72498031934205,67.553,22.447000000000003,68.4437,21.556299999999993
FASDUZ_71,purine,1.5369,99.1341,114.647,129.102,124.539,1.4713,1.39923,110.28,104.724,1.54012,102.767,110.987,1.4032,106.352,112.326,1.50901,116.292,105.696,1.42232,108.494,1.50305,112.512,1.44463,107.969,1.45581,anti,+,anti,C2'-endo,gauche+,C,+,S,114.136,106.122,1.37496,1.35909,ribose,77.5308,125.816,-147.213,-84.881,-43.979,-95.0493,155.31,147.368,53.6867,159.501,-159.782,-92.879,-64.8324,-26.1448,39.6921,-38.2726,24.7038,0.727354,135.886,41.625208545336605,296.0,160.7160346275762,135.886,45.885999999999996,53.6867,36.3133
FEYBER_73,purine,1.54281,101.738,111.72,126.363,127.133,1.44337,1.42564,110.147,105.613,1.53129,102.647,110.753,1.40486,105.699,115.141,1.51624,115.766,106.564,1.42561,108.55,1.51842,110.115,1.45281,108.676,1.45124,anti,-,anti,C2'-endo,gauche+,C,+,S,113.683,109.601,1.37085,1.37379,ribose,80.2406,118.61,-139.196,-84.0495,-40.7594,-93.9811,152.594,148.739,51.5626,155.758,-156.461,-90.2953,-68.2597,-16.361,32.4009,-35.4614,26.9848,-6.789,-92.8131,36.59520933021057,153.0,172.28174506984914,92.8131,2.8131000000000057,51.5626,38.4374
FEYBER_74,purine,1.52111,100.887,114.61,126.894,126.745,1.47532,1.40095,109.573,106.697,1.51398,101.678,106.536,1.39868,106.113,116.207,1.54058,115.194,105.664,1.40883,110.863,1.52044,109.355,1.44422,109.389,1.44875,anti,-,anti,C2'-endo,gauche+,C,+,S,115.263,106.738,1.36338,1.36982,ribose,78.4978,118.417,-142.463,-80.1713,-46.0658,-92.6893,154.185,154.369,54.3624,161.533,-162.215,-84.7707,-64.4462,-18.7188,35.8896,-37.6514,28.1708,-6.15048,-155.501,39.42071450665199,153.0,170.36767376830292,155.501,65.501,54.3624,35.6376
FUCWIJ_75,purine,1.52876,102.085,112.508,128.147,125.828,1.4503,1.416,109.48,104.914,1.52631,102.265,110.844,1.41152,105.996,114.749,1.5258,114.244,106.827,1.42065,110.656,1.51126,112.583,1.458,108.964,1.43191,syn,+,syn,C2'-endo,gauche+,C,+,S,114.547,108.094,1.37729,1.3672,ribose,83.1849,125.766,-147.163,-80.9495,-38.8054,-99.2495,155.536,142.644,49.9438,160.692,-156.778,-96.7889,-69.426,-24.5259,37.1777,-34.7874,21.3176,1.88033,64.0339,38.212573388031856,295.0,158.87097919558846,64.0339,25.966099999999997,49.9438,40.0562
FUCWIJ_76,purine,1.52346,101.448,114.38,127.183,126.627,1.46335,1.41305,110.061,107.239,1.53607,101.535,107.644,1.39909,105.638,116.621,1.53286,114.886,105.443,1.40973,112.202,1.5071,111.139,1.44698,109.056,1.42473,anti,-,anti,C2'-endo,gauche-,C,-,S,114.394,107.579,1.36824,1.37588,ribose,81.2409,110.151,-134.136,-84.1912,-43.6913,-88.324,149.388,157.004,-79.1667,156.604,-161.701,-82.8936,162.748,-10.6365,30.1829,-36.7685,31.7782,-13.7192,-100.137,37.80066518662181,295.0,182.3467197639133,100.137,10.137,79.1667,10.833299999999994
GEXGAR_77,purine,1.52351,101.682,114.478,128.181,126.135,1.44539,1.41046,110.32,105.221,1.52192,102.972,110.742,1.40003,105.682,110.592,1.53265,115.29,105.88,1.43197,108.112,1.51786,114.458,1.44696,108.312,1.40487,syn,+,syn,C2'-endo,gauche+,C,+,S,114.619,108.588,1.37546,1.37684,ribose,81.1256,126.0,-147.342,-85.1421,-40.8577,-98.6242,155.6,144.135,55.6784,155.645,-156.222,-96.1497,-62.6899,-24.1819,36.3863,-34.2383,21.091,1.80656,60.5468,37.56415322693595,295.0,158.96576836320196,60.5468,29.453200000000002,55.6784,34.3216
